qtr,area_title,own_title,total_qtrly_wages
2,"Graves County, Kentucky",Local Government,0
1,"Graves County, Kentucky",Private,17408497
2,"Graves County, Kentucky",Private,15306624
1,"Grayson County, Kentucky",Federal Government,663207
2,"Grayson County, Kentucky",Federal Government,744292
1,"Grayson County, Kentucky",State Government,0
2,"Grayson County, Kentucky",State Government,0
1,"Grayson County, Kentucky",Local Government,0
2,"Grayson County, Kentucky",Local Government,0
1,"Grayson County, Kentucky",Private,7250557
2,"Grayson County, Kentucky",Private,6956763
1,"Green County, Kentucky",State Government,0
2,"Green County, Kentucky",State Government,0
1,"Green County, Kentucky",Local Government,0
2,"Green County, Kentucky",Local Government,0
1,"Green County, Kentucky",Private,4429474
2,"Green County, Kentucky",Private,3509186
1,"Greenup County, Kentucky",State Government,0
2,"Greenup County, Kentucky",State Government,0
1,"Greenup County, Kentucky",Local Government,9158603
2,"Greenup County, Kentucky",Local Government,11862020
1,"Greenup County, Kentucky",Private,23286919
2,"Greenup County, Kentucky",Private,25440059
1,"Hancock County, Kentucky",State Government,0
2,"Hancock County, Kentucky",State Government,0
1,"Hancock County, Kentucky",Local Government,0
2,"Hancock County, Kentucky",Local Government,0
1,"Hancock County, Kentucky",Private,1897839
2,"Hancock County, Kentucky",Private,1875877
1,"Hardin County, Kentucky",Federal Government,16771079
2,"Hardin County, Kentucky",Federal Government,16223928
1,"Hardin County, Kentucky",State Government,4872042
2,"Hardin County, Kentucky",State Government,0
1,"Hardin County, Kentucky",Local Government,63326611
2,"Hardin County, Kentucky",Local Government,82738417
1,"Hardin County, Kentucky",Private,38955253
2,"Hardin County, Kentucky",Private,42016974
1,"Harlan County, Kentucky",State Government,2224182
2,"Harlan County, Kentucky",State Government,2291058
1,"Harlan County, Kentucky",Local Government,0
2,"Harlan County, Kentucky",Local Government,0
1,"Harlan County, Kentucky",Private,14332796
2,"Harlan County, Kentucky",Private,13465091
1,"Harrison County, Kentucky",State Government,382228
2,"Harrison County, Kentucky",State Government,372861
1,"Harrison County, Kentucky",Local Government,0
2,"Harrison County, Kentucky",Local Government,0
1,"Harrison County, Kentucky",Private,10823029
2,"Harrison County, Kentucky",Private,11897971
1,"Hart County, Kentucky",State Government,0
2,"Hart County, Kentucky",State Government,0
1,"Hart County, Kentucky",Local Government,0
2,"Hart County, Kentucky",Local Government,0
1,"Hart County, Kentucky",Private,3394205
2,"Hart County, Kentucky",Private,6002012
1,"Henderson County, Kentucky",State Government,0
2,"Henderson County, Kentucky",State Government,1813882
1,"Henderson County, Kentucky",Local Government,0
2,"Henderson County, Kentucky",Local Government,0
1,"Henderson County, Kentucky",Private,26343162
2,"Henderson County, Kentucky",Private,25540807
1,"Henry County, Kentucky",State Government,0
2,"Henry County, Kentucky",State Government,0
1,"Henry County, Kentucky",Local Government,0
2,"Henry County, Kentucky",Local Government,0
1,"Henry County, Kentucky",Private,1537253
2,"Henry County, Kentucky",Private,1551463
1,"Hickman County, Kentucky",State Government,0
2,"Hickman County, Kentucky",State Government,0
1,"Hickman County, Kentucky",Local Government,0
2,"Hickman County, Kentucky",Local Government,0
1,"Hickman County, Kentucky",Private,1125311
2,"Hickman County, Kentucky",Private,1176428
1,"Hopkins County, Kentucky",Federal Government,195369
2,"Hopkins County, Kentucky",Federal Government,213948
1,"Hopkins County, Kentucky",State Government,4133312
2,"Hopkins County, Kentucky",State Government,4194041
1,"Hopkins County, Kentucky",Local Government,11012558
2,"Hopkins County, Kentucky",Local Government,14816606
1,"Hopkins County, Kentucky",Private,32562279
2,"Hopkins County, Kentucky",Private,35279920
1,"Jackson County, Kentucky",State Government,0
2,"Jackson County, Kentucky",State Government,0
1,"Jackson County, Kentucky",Local Government,0
2,"Jackson County, Kentucky",Local Government,0
1,"Jackson County, Kentucky",Private,2183179
2,"Jackson County, Kentucky",Private,2281981
1,"Jefferson County, Kentucky",Federal Government,32083011
2,"Jefferson County, Kentucky",Federal Government,37007908
1,"Jefferson County, Kentucky",State Government,143127650
2,"Jefferson County, Kentucky",State Government,146318389
1,"Jefferson County, Kentucky",Local Government,0
2,"Jefferson County, Kentucky",Local Government,0
1,"Jefferson County, Kentucky",Private,916613089
2,"Jefferson County, Kentucky",Private,943113624
1,"Jessamine County, Kentucky",State Government,0
2,"Jessamine County, Kentucky",State Government,0
1,"Jessamine County, Kentucky",Local Government,0
2,"Jessamine County, Kentucky",Local Government,0
1,"Jessamine County, Kentucky",Private,18493529
2,"Jessamine County, Kentucky",Private,18615523
1,"Johnson County, Kentucky",State Government,1819115
2,"Johnson County, Kentucky",State Government,1795740
1,"Johnson County, Kentucky",Local Government,0
2,"Johnson County, Kentucky",Local Government,0
1,"Johnson County, Kentucky",Private,9067689
2,"Johnson County, Kentucky",Private,9537244
1,"Kenton County, Kentucky",State Government,4895777
2,"Kenton County, Kentucky",State Government,4966066
1,"Kenton County, Kentucky",Local Government,34835450
2,"Kenton County, Kentucky",Local Government,50669722
1,"Kenton County, Kentucky",Private,190345665
2,"Kenton County, Kentucky",Private,185355728
1,"Knott County, Kentucky",State Government,0
2,"Knott County, Kentucky",State Government,0
1,"Knott County, Kentucky",Local Government,0
2,"Knott County, Kentucky",Local Government,0
1,"Knott County, Kentucky",Private,4675163
2,"Knott County, Kentucky",Private,4796665
1,"Knox County, Kentucky",State Government,0
2,"Knox County, Kentucky",State Government,0
1,"Knox County, Kentucky",Local Government,8665018
2,"Knox County, Kentucky",Local Government,11265556
1,"Knox County, Kentucky",Private,15377847
2,"Knox County, Kentucky",Private,15167208
1,"Larue County, Kentucky",State Government,0
2,"Larue County, Kentucky",State Government,0
1,"Larue County, Kentucky",Local Government,0
2,"Larue County, Kentucky",Local Government,0
1,"Larue County, Kentucky",Private,2686115
2,"Larue County, Kentucky",Private,2737778
1,"Laurel County, Kentucky",State Government,0
2,"Laurel County, Kentucky",State Government,0
1,"Laurel County, Kentucky",Local Government,0
2,"Laurel County, Kentucky",Local Government,0
1,"Laurel County, Kentucky",Private,37400390
2,"Laurel County, Kentucky",Private,37143517
1,"Lawrence County, Kentucky",State Government,0
2,"Lawrence County, Kentucky",State Government,0
1,"Lawrence County, Kentucky",Local Government,0
2,"Lawrence County, Kentucky",Local Government,0
1,"Lawrence County, Kentucky",Private,11045945
2,"Lawrence County, Kentucky",Private,11782093
1,"Lee County, Kentucky",State Government,0
2,"Lee County, Kentucky",State Government,0
1,"Lee County, Kentucky",Local Government,0
2,"Lee County, Kentucky",Local Government,0
1,"Lee County, Kentucky",Private,3200388
2,"Lee County, Kentucky",Private,2922151
1,"Leslie County, Kentucky",State Government,330595
2,"Leslie County, Kentucky",State Government,324199
1,"Leslie County, Kentucky",Local Government,0
2,"Leslie County, Kentucky",Local Government,0
1,"Leslie County, Kentucky",Private,5529869
2,"Leslie County, Kentucky",Private,4937399
1,"Letcher County, Kentucky",State Government,877260
2,"Letcher County, Kentucky",State Government,891633
1,"Letcher County, Kentucky",Local Government,0
2,"Letcher County, Kentucky",Local Government,0
1,"Letcher County, Kentucky",Private,13066937
2,"Letcher County, Kentucky",Private,13476235
1,"Lewis County, Kentucky",State Government,0
2,"Lewis County, Kentucky",State Government,0
1,"Lewis County, Kentucky",Local Government,0
2,"Lewis County, Kentucky",Local Government,0
1,"Lewis County, Kentucky",Private,3231585
2,"Lewis County, Kentucky",Private,3386033
1,"Lincoln County, Kentucky",State Government,0
2,"Lincoln County, Kentucky",State Government,0
1,"Lincoln County, Kentucky",Local Government,0
2,"Lincoln County, Kentucky",Local Government,0
1,"Lincoln County, Kentucky",Private,4744922
2,"Lincoln County, Kentucky",Private,5366655
1,"Livingston County, Kentucky",State Government,0
2,"Livingston County, Kentucky",State Government,0
1,"Livingston County, Kentucky",Local Government,0
2,"Livingston County, Kentucky",Local Government,0
1,"Livingston County, Kentucky",Private,2774794
2,"Livingston County, Kentucky",Private,2969220
1,"Logan County, Kentucky",State Government,0
2,"Logan County, Kentucky",State Government,0
1,"Logan County, Kentucky",Local Government,0
2,"Logan County, Kentucky",Local Government,0
1,"Logan County, Kentucky",Private,6192391
2,"Logan County, Kentucky",Private,6594958
1,"Lyon County, Kentucky",State Government,0
2,"Lyon County, Kentucky",State Government,0
1,"Lyon County, Kentucky",Local Government,1498066
2,"Lyon County, Kentucky",Local Government,1983745
1,"Lyon County, Kentucky",Private,2412901
2,"Lyon County, Kentucky",Private,2442261
1,"McCracken County, Kentucky",Federal Government,763861
2,"McCracken County, Kentucky",Federal Government,822337
1,"McCracken County, Kentucky",State Government,4939965
2,"McCracken County, Kentucky",State Government,5102927
1,"McCracken County, Kentucky",Local Government,0
2,"McCracken County, Kentucky",Local Government,0
1,"McCracken County, Kentucky",Private,108132297
2,"McCracken County, Kentucky",Private,118790551
1,"McCreary County, Kentucky",State Government,0
2,"McCreary County, Kentucky",State Government,0
1,"McCreary County, Kentucky",Local Government,0
2,"McCreary County, Kentucky",Local Government,0
1,"McCreary County, Kentucky",Private,2188278
2,"McCreary County, Kentucky",Private,2184238
1,"McLean County, Kentucky",State Government,0
2,"McLean County, Kentucky",State Government,0
1,"McLean County, Kentucky",Local Government,0
2,"McLean County, Kentucky",Local Government,0
1,"McLean County, Kentucky",Private,1149415
2,"McLean County, Kentucky",Private,1180684
1,"Madison County, Kentucky",Federal Government,936014
2,"Madison County, Kentucky",Federal Government,915513
1,"Madison County, Kentucky",State Government,0
2,"Madison County, Kentucky",State Government,0
1,"Madison County, Kentucky",Local Government,0
2,"Madison County, Kentucky",Local Government,0
1,"Madison County, Kentucky",Private,47511202
2,"Madison County, Kentucky",Private,50160594
1,"Magoffin County, Kentucky",State Government,0
2,"Magoffin County, Kentucky",State Government,0
1,"Magoffin County, Kentucky",Local Government,0
2,"Magoffin County, Kentucky",Local Government,0
1,"Magoffin County, Kentucky",Private,2426284
2,"Magoffin County, Kentucky",Private,2555774
1,"Marion County, Kentucky",State Government,0
2,"Marion County, Kentucky",State Government,0
1,"Marion County, Kentucky",Local Government,0
2,"Marion County, Kentucky",Local Government,0
1,"Marion County, Kentucky",Private,11601754
2,"Marion County, Kentucky",Private,10042947
1,"Marshall County, Kentucky",State Government,0
2,"Marshall County, Kentucky",State Government,0
1,"Marshall County, Kentucky",Local Government,0
2,"Marshall County, Kentucky",Local Government,0
1,"Marshall County, Kentucky",Private,5590180
2,"Marshall County, Kentucky",Private,5667281
1,"Martin County, Kentucky",State Government,0
2,"Martin County, Kentucky",State Government,0
1,"Martin County, Kentucky",Local Government,0
2,"Martin County, Kentucky",Local Government,0
1,"Martin County, Kentucky",Private,2469647
2,"Martin County, Kentucky",Private,2390265
1,"Mason County, Kentucky",State Government,0
2,"Mason County, Kentucky",State Government,0
1,"Mason County, Kentucky",Local Government,0
2,"Mason County, Kentucky",Local Government,0
1,"Mason County, Kentucky",Private,14037813
2,"Mason County, Kentucky",Private,14780193
1,"Meade County, Kentucky",State Government,317978
2,"Meade County, Kentucky",State Government,316657
1,"Meade County, Kentucky",Local Government,0
2,"Meade County, Kentucky",Local Government,0
1,"Meade County, Kentucky",Private,2400898
2,"Meade County, Kentucky",Private,2565922
1,"Menifee County, Kentucky",State Government,0
2,"Menifee County, Kentucky",State Government,0
1,"Menifee County, Kentucky",Local Government,0
2,"Menifee County, Kentucky",Local Government,0
1,"Menifee County, Kentucky",Private,1861356
2,"Menifee County, Kentucky",Private,1986218
1,"Mercer County, Kentucky",State Government,0
2,"Mercer County, Kentucky",State Government,0
1,"Mercer County, Kentucky",Local Government,0
2,"Mercer County, Kentucky",Local Government,0
1,"Mercer County, Kentucky",Private,4344108
2,"Mercer County, Kentucky",Private,4671978
1,"Metcalfe County, Kentucky",State Government,0
2,"Metcalfe County, Kentucky",State Government,0
1,"Metcalfe County, Kentucky",Local Government,0
2,"Metcalfe County, Kentucky",Local Government,0
1,"Metcalfe County, Kentucky",Private,984153
2,"Metcalfe County, Kentucky",Private,1191826
1,"Monroe County, Kentucky",State Government,0
2,"Monroe County, Kentucky",State Government,0
1,"Monroe County, Kentucky",Local Government,0
2,"Monroe County, Kentucky",Local Government,0
1,"Monroe County, Kentucky",Private,4796899
2,"Monroe County, Kentucky",Private,4525364
1,"Montgomery County, Kentucky",State Government,426931
2,"Montgomery County, Kentucky",State Government,429153
1,"Montgomery County, Kentucky",Local Government,0
2,"Montgomery County, Kentucky",Local Government,0
1,"Montgomery County, Kentucky",Private,14494089
2,"Montgomery County, Kentucky",Private,13413133
1,"Morgan County, Kentucky",State Government,927731
